"Market","Outcome","Date_Char","Back","Lay"
"Next Party Leaders - Next Liberal Democrat Leader","Sarah Teather","06/01/2015 17:20:37",1.01,NA
"Next Party Leaders - Next Liberal Democrat Leader","Sarah Teather","07/01/2015 17:15:05",1.01,NA
"Next Party Leaders - Next Liberal Democrat Leader","Simon Hughes","06/01/2015 17:16:50",19.5,120
"Next Party Leaders - Next Liberal Democrat Leader","Simon Hughes","06/01/2015 17:20:37",19.5,120
"Next Party Leaders - Next Liberal Democrat Leader","Simon Hughes","07/01/2015 17:15:05",19.5,120
"Next Party Leaders - Next Liberal Democrat Leader","Stephen Williams","06/01/2015 17:16:50",1.01,NA
"Next Party Leaders - Next Liberal Democrat Leader","Stephen Williams","06/01/2015 17:20:37",1.01,NA
"Next Party Leaders - Next Liberal Democrat Leader","Stephen Williams","07/01/2015 17:15:05",1.01,NA
"Next Party Leaders - Next Liberal Democrat Leader","Steve Webb","06/01/2015 17:16:50",14,80
"Next Party Leaders - Next Liberal Democrat Leader","Steve Webb","06/01/2015 17:20:37",14,80
"Next Party Leaders - Next Liberal Democrat Leader","Steve Webb","07/01/2015 17:15:05",19,80
"Next Party Leaders - Next Liberal Democrat Leader","Tessa Munt","06/01/2015 17:16:50",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Tessa Munt","06/01/2015 17:20:37",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Tessa Munt","07/01/2015 17:15:05",3.65,NA
"Next Party Leaders - Next Liberal Democrat Leader","Tim Farron","06/01/2015 17:16:50",2.26,2.66
"Next Party Leaders - Next Liberal Democrat Leader","Tim Farron","06/01/2015 17:20:37",2.26,2.66
"Next Party Leaders - Next Liberal Democrat Leader","Tim Farron","07/01/2015 17:15:05",2.02,2.66
"Next Party Leaders - Next Liberal Democrat Leader","Vince Cable","06/01/2015 17:16:50",6.2,20
"Next Party Leaders - Next Liberal Democrat Leader","Vince Cable","06/01/2015 17:20:37",6.2,20
"Next Party Leaders - Next Liberal Democrat Leader","Vince Cable","07/01/2015 17:15:05",6.4,20
"Next Party Leaders - Next Liberal Democrat Leader","Willie Rennie","06/01/2015 17:16:50",1.01,NA
"Next Party Leaders - Next Liberal Democrat Leader","Willie Rennie","06/01/2015 17:20:37",1.01,NA
"Next Party Leaders - Next Liberal Democrat Leader","Willie Rennie","07/01/2015 17:15:05",1.01,NA
"North Warwickshire - Winner","Conservative","06/01/2015 17:15:55",2.02,NA
"North Warwickshire - Winner","Conservative","06/01/2015 17:20:15",2.02,NA
"North Warwickshire - Winner","Conservative","07/01/2015 17:14:43",2.5,NA
"North Warwickshire - Winner","Labour","06/01/2015 17:15:55",1.01,2.5
"North Warwickshire - Winner","Labour","06/01/2015 17:20:15",1.01,2.5
"North Warwickshire - Winner","Labour","07/01/2015 17:14:43",1.01,1.78
"North Warwickshire - Winner","Liberal Democrat","06/01/2015 17:15:55",4.5,NA
"North Warwickshire - Winner","Liberal Democrat","06/01/2015 17:20:15",4.5,NA
"North Warwickshire - Winner","Liberal Democrat","07/01/2015 17:14:43",4.5,NA
"North Warwickshire - Winner","UKIP","06/01/2015 17:15:55",4.5,NA
"North Warwickshire - Winner","UKIP","06/01/2015 17:20:15",4.5,NA
"North Warwickshire - Winner","UKIP","07/01/2015 17:14:43",4.5,NA
"Northern Ireland - Most Seats Northern Ireland","Alliance","06/01/2015 17:16:04",4.2,NA
"Northern Ireland - Most Seats Northern Ireland","Alliance","06/01/2015 17:20:25",4.2,NA
"Northern Ireland - Most Seats Northern Ireland","Alliance","07/01/2015 17:14:52",4.2,NA
"Northern Ireland - Most Seats Northern Ireland","Any Other","06/01/2015 17:16:04",2.5,NA
"Northern Ireland - Most Seats Northern Ireland","Any Other","06/01/2015 17:20:25",2.5,NA
"Northern Ireland - Most Seats Northern Ireland","Any Other","07/01/2015 17:14:52",2.5,NA
"Northern Ireland - Most Seats Northern Ireland","DUP","06/01/2015 17:16:04",1.1,4
"Northern Ireland - Most Seats Northern Ireland","DUP","06/01/2015 17:20:25",1.1,4
"Northern Ireland - Most Seats Northern Ireland","DUP","07/01/2015 17:14:52",1.1,4
"Northern Ireland - Most Seats Northern Ireland","SDLP","06/01/2015 17:16:04",2.5,NA
"Northern Ireland - Most Seats Northern Ireland","SDLP","06/01/2015 17:20:25",2.5,NA
"Northern Ireland - Most Seats Northern Ireland","SDLP","07/01/2015 17:14:52",2.5,NA
"Northern Ireland - Most Seats Northern Ireland","Sinn Fein","06/01/2015 17:16:04",1.05,NA
"Northern Ireland - Most Seats Northern Ireland","Sinn Fein","06/01/2015 17:20:25",1.05,NA
"Northern Ireland - Most Seats Northern Ireland","Sinn Fein","07/01/2015 17:14:52",1.05,NA
"Northern Ireland - Most Seats Northern Ireland","UUP","06/01/2015 17:16:04",2.52,NA
"Northern Ireland - Most Seats Northern Ireland","UUP","06/01/2015 17:20:25",2.52,NA
"Northern Ireland - Most Seats Northern Ireland","UUP","07/01/2015 17:14:52",2.52,NA
"Norwich South - Winner","Conservative","06/01/2015 17:15:55",3.65,NA
"Norwich South - Winner","Conservative","06/01/2015 17:20:16",3.65,NA
"Norwich South - Winner","Conservative","07/01/2015 17:14:43",3.65,NA
"Norwich South - Winner","Green","06/01/2015 17:15:55",2.2,NA
"Norwich South - Winner","Green","06/01/2015 17:20:16",2.2,NA
"Norwich South - Winner","Green","07/01/2015 17:14:43",3.65,NA
"Norwich South - Winner","Labour","06/01/2015 17:15:55",1.12,1.4
"Norwich South - Winner","Labour","06/01/2015 17:20:16",1.12,1.4
"Norwich South - Winner","Labour","07/01/2015 17:14:43",1.12,1.39
"Norwich South - Winner","Liberal Democrat","06/01/2015 17:15:55",3.65,NA
"Norwich South - Winner","Liberal Democrat","06/01/2015 17:20:16",3.65,NA
"Norwich South - Winner","Liberal Democrat","07/01/2015 17:14:43",3.65,NA
"Norwich South - Winner","UKIP","06/01/2015 17:15:55",3.65,NA
"Norwich South - Winner","UKIP","06/01/2015 17:20:16",3.65,NA
"Norwich South - Winner","UKIP","07/01/2015 17:14:43",3.65,NA
"Portsmouth South - Winner","Conservative","06/01/2015 17:15:55",1.55,3.5
"Portsmouth South - Winner","Conservative","06/01/2015 17:20:16",1.55,3.5
"Portsmouth South - Winner","Conservative","07/01/2015 17:14:43",1.55,4.2
"Portsmouth South - Winner","Green","06/01/2015 17:15:55",3.15,NA
"Portsmouth South - Winner","Green","06/01/2015 17:20:16",3.15,NA
"Portsmouth South - Winner","Green","07/01/2015 17:14:43",4.2,NA
"Portsmouth South - Winner","Labour","06/01/2015 17:15:55",3.15,NA
"Portsmouth South - Winner","Labour","06/01/2015 17:20:16",3.15,NA
"Portsmouth South - Winner","Labour","07/01/2015 17:14:43",4.2,NA
"Portsmouth South - Winner","Liberal Democrat","06/01/2015 17:15:55",2.02,6.8
"Portsmouth South - Winner","Liberal Democrat","06/01/2015 17:20:16",2.02,6.8
"Portsmouth South - Winner","Liberal Democrat","07/01/2015 17:14:43",1.55,6.8
"Portsmouth South - Winner","UKIP","06/01/2015 17:15:55",2.5,NA
"Portsmouth South - Winner","UKIP","06/01/2015 17:20:16",2.5,NA
"Portsmouth South - Winner","UKIP","07/01/2015 17:14:43",4.2,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Alistair Darling","06/01/2015 17:16:51",3.85,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Alistair Darling","06/01/2015 17:20:38",3.85,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Alistair Darling","07/01/2015 17:15:06",3.85,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Andy Burnham","06/01/2015 17:16:51",13.5,290
"Prime Minister after Cameron - Prime Minister after Cameron","Andy Burnham","06/01/2015 17:20:38",13.5,290
"Prime Minister after Cameron - Prime Minister after Cameron","Andy Burnham","07/01/2015 17:15:06",13.5,290
"Prime Minister after Cameron - Prime Minister after Cameron","Boris Johnson","06/01/2015 17:16:51",7,200
"Prime Minister after Cameron - Prime Minister after Cameron","Boris Johnson","06/01/2015 17:20:38",7,200
"Prime Minister after Cameron - Prime Minister after Cameron","Boris Johnson","07/01/2015 17:15:06",7,200
"Prime Minister after Cameron - Prime Minister after Cameron","Caroline Spelman","06/01/2015 17:16:51",26,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Caroline Spelman","06/01/2015 17:20:38",26,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Caroline Spelman","07/01/2015 17:15:06",26,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Chris Huhne","06/01/2015 17:16:51",4.2,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Chris Huhne","06/01/2015 17:20:38",4.2,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Chris Huhne","07/01/2015 17:15:06",4.2,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Chuka Umunna","06/01/2015 17:16:51",16.5,65
"Prime Minister after Cameron - Prime Minister after Cameron","Chuka Umunna","06/01/2015 17:20:38",16.5,65
"Prime Minister after Cameron - Prime Minister after Cameron","Chuka Umunna","07/01/2015 17:15:06",16.5,65
"Prime Minister after Cameron - Prime Minister after Cameron","David Davis","06/01/2015 17:16:51",3.7,NA
"Prime Minister after Cameron - Prime Minister after Cameron","David Davis","06/01/2015 17:20:38",3.7,NA
"Prime Minister after Cameron - Prime Minister after Cameron","David Davis","07/01/2015 17:15:06",3.7,NA
"Prime Minister after Cameron - Prime Minister after Cameron","David Miliband","06/01/2015 17:16:51",20,38
"Prime Minister after Cameron - Prime Minister after Cameron","David Miliband","06/01/2015 17:20:38",20,38
"Prime Minister after Cameron - Prime Minister after Cameron","David Miliband","07/01/2015 17:15:06",20,38
"Prime Minister after Cameron - Prime Minister after Cameron","Ed Balls","06/01/2015 17:16:51",38,750
"Prime Minister after Cameron - Prime Minister after Cameron","Ed Balls","06/01/2015 17:20:38",38,750
"Prime Minister after Cameron - Prime Minister after Cameron","Ed Balls","07/01/2015 17:15:06",38,750
"Prime Minister after Cameron - Prime Minister after Cameron","Ed Miliband","06/01/2015 17:16:51",2.12,2.2
"Prime Minister after Cameron - Prime Minister after Cameron","Ed Miliband","06/01/2015 17:20:38",2.12,2.2
"Prime Minister after Cameron - Prime Minister after Cameron","Ed Miliband","07/01/2015 17:15:06",2.12,2.2
"Prime Minister after Cameron - Prime Minister after Cameron","George Osborne","06/01/2015 17:16:51",12.5,300
"Prime Minister after Cameron - Prime Minister after Cameron","George Osborne","06/01/2015 17:20:38",12.5,300
"Prime Minister after Cameron - Prime Minister after Cameron","George Osborne","07/01/2015 17:15:06",12.5,300
"Prime Minister after Cameron - Prime Minister after Cameron","Harriet Harman","06/01/2015 17:16:51",4.2,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Harriet Harman","06/01/2015 17:20:38",4.2,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Harriet Harman","07/01/2015 17:15:06",4.2,NA
"Prime Minister after Cameron - Prime Minister after Cameron","James Purnell","06/01/2015 17:16:51",42,NA
"Prime Minister after Cameron - Prime Minister after Cameron","James Purnell","06/01/2015 17:20:38",42,NA
"Prime Minister after Cameron - Prime Minister after Cameron","James Purnell","07/01/2015 17:15:06",42,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Jeremy Hunt","06/01/2015 17:16:51",3.65,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Jeremy Hunt","06/01/2015 17:20:38",3.65,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Jeremy Hunt","07/01/2015 17:15:06",3.65,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Jim Murphy","06/01/2015 17:16:51",1.02,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Jim Murphy","06/01/2015 17:20:38",1.02,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Jim Murphy","07/01/2015 17:15:06",1.02,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Justine Greening","06/01/2015 17:16:51",6.4,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Justine Greening","06/01/2015 17:20:38",6.4,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Justine Greening","07/01/2015 17:15:06",6.4,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Liam Fox","06/01/2015 17:16:51",46,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Liam Fox","06/01/2015 17:20:38",46,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Liam Fox","07/01/2015 17:15:06",46,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Michael Gove","06/01/2015 17:16:51",20,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Michael Gove","06/01/2015 17:20:38",20,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Michael Gove","07/01/2015 17:15:06",20,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Nick Clegg","06/01/2015 17:16:51",40,200
"Prime Minister after Cameron - Prime Minister after Cameron","Nick Clegg","06/01/2015 17:20:38",40,200
"Prime Minister after Cameron - Prime Minister after Cameron","Nick Clegg","07/01/2015 17:15:06",40,200
"Prime Minister after Cameron - Prime Minister after Cameron","Nigel Farage","06/01/2015 17:16:51",27,100
"Prime Minister after Cameron - Prime Minister after Cameron","Nigel Farage","06/01/2015 17:20:38",27,100
"Prime Minister after Cameron - Prime Minister after Cameron","Nigel Farage","07/01/2015 17:15:06",27,100
"Prime Minister after Cameron - Prime Minister after Cameron","Philip Hammond","06/01/2015 17:16:51",3.5,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Philip Hammond","06/01/2015 17:20:38",3.5,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Philip Hammond","07/01/2015 17:15:06",3.5,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Rachel Reeves","06/01/2015 17:16:51",55,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Rachel Reeves","06/01/2015 17:20:38",55,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Rachel Reeves","07/01/2015 17:15:06",55,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Sajid Javid","06/01/2015 17:16:51",1.03,55
"Prime Minister after Cameron - Prime Minister after Cameron","Sajid Javid","06/01/2015 17:20:38",1.03,55
"Prime Minister after Cameron - Prime Minister after Cameron","Sajid Javid","07/01/2015 17:15:06",1.03,55
"Prime Minister after Cameron - Prime Minister after Cameron","Theresa May","06/01/2015 17:16:51",11.5,50
"Prime Minister after Cameron - Prime Minister after Cameron","Theresa May","06/01/2015 17:20:38",11.5,50
"Prime Minister after Cameron - Prime Minister after Cameron","Theresa May","07/01/2015 17:15:06",11.5,50
"Prime Minister after Cameron - Prime Minister after Cameron","Tim Farron","06/01/2015 17:16:51",4.3,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Tim Farron","06/01/2015 17:20:38",4.3,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Tim Farron","07/01/2015 17:15:06",4.3,NA
"Prime Minister after Cameron - Prime Minister after Cameron","William Hague","06/01/2015 17:16:51",10.5,NA
"Prime Minister after Cameron - Prime Minister after Cameron","William Hague","06/01/2015 17:20:38",10.5,NA
"Prime Minister after Cameron - Prime Minister after Cameron","William Hague","07/01/2015 17:15:06",10.5,NA
"Prime Minister after Cameron - Prime Minister after Cameron","Yvette Cooper","06/01/2015 17:16:51",18,240
"Prime Minister after Cameron - Prime Minister after Cameron","Yvette Cooper","06/01/2015 17:20:38",18,240
"Prime Minister after Cameron - Prime Minister after Cameron","Yvette Cooper","07/01/2015 17:15:06",18,240
"Rochester and Strood - Winner","Conservative","06/01/2015 17:15:56",1.7,2.12
"Rochester and Strood - Winner","Conservative","06/01/2015 17:20:17",1.7,2.12
"Rochester and Strood - Winner","Conservative","07/01/2015 17:14:44",1.7,2.1
"Rochester and Strood - Winner","Labour","06/01/2015 17:15:56",1.01,550
"Rochester and Strood - Winner","Labour","06/01/2015 17:20:17",1.01,550
"Rochester and Strood - Winner","Labour","07/01/2015 17:14:44",1.15,550
"Rochester and Strood - Winner","Liberal Democrat","06/01/2015 17:15:56",3.15,1000
"Rochester and Strood - Winner","Liberal Democrat","06/01/2015 17:20:17",3.15,1000
"Rochester and Strood - Winner","Liberal Democrat","07/01/2015 17:14:44",3.15,1000
"Rochester and Strood - Winner","UKIP","06/01/2015 17:15:56",1.86,2.22
"Rochester and Strood - Winner","UKIP","06/01/2015 17:20:17",1.86,2.22
"Rochester and Strood - Winner","UKIP","07/01/2015 17:14:44",1.86,2.18
"Scotland - Most Seats Scotland","Any Other","06/01/2015 17:16:06",9.4,NA
"Scotland - Most Seats Scotland","Any Other","06/01/2015 17:20:27",9.4,NA
"Scotland - Most Seats Scotland","Any Other","07/01/2015 17:14:54",8,NA
"Scotland - Most Seats Scotland","Conservative","06/01/2015 17:16:06",10,NA
"Scotland - Most Seats Scotland","Conservative","06/01/2015 17:20:27",10,NA
"Scotland - Most Seats Scotland","Conservative","07/01/2015 17:14:54",10,NA
"Scotland - Most Seats Scotland","Labour","06/01/2015 17:16:06",2.44,3.3
"Scotland - Most Seats Scotland","Labour","06/01/2015 17:20:27",2.44,3.3
"Scotland - Most Seats Scotland","Labour","07/01/2015 17:14:54",2.46,3.85
"Scotland - Most Seats Scotland","Liberal Democrat","06/01/2015 17:16:06",9.4,NA
"Scotland - Most Seats Scotland","Liberal Democrat","06/01/2015 17:20:27",9.4,NA
"Scotland - Most Seats Scotland","Liberal Democrat","07/01/2015 17:14:54",8,NA
"Scotland - Most Seats Scotland","SNP","06/01/2015 17:16:06",1.45,1.69
"Scotland - Most Seats Scotland","SNP","06/01/2015 17:20:27",1.45,1.69
"Scotland - Most Seats Scotland","SNP","07/01/2015 17:14:54",1.45,1.69
"Sheffield Hallam - Winner","Conservative","06/01/2015 17:15:56",3.65,NA
"Sheffield Hallam - Winner","Conservative","06/01/2015 17:20:17",3.65,NA
"Sheffield Hallam - Winner","Conservative","07/01/2015 17:14:44",3.65,NA
"Sheffield Hallam - Winner","Green","06/01/2015 17:15:56",3.65,NA
"Sheffield Hallam - Winner","Green","06/01/2015 17:20:17",3.65,NA
"Sheffield Hallam - Winner","Green","07/01/2015 17:14:44",4.2,NA
"Sheffield Hallam - Winner","Labour","06/01/2015 17:15:56",2.48,NA
"Sheffield Hallam - Winner","Labour","06/01/2015 17:20:17",2.48,NA
"Sheffield Hallam - Winner","Labour","07/01/2015 17:14:44",2.48,NA
"Sheffield Hallam - Winner","Liberal Democrat","06/01/2015 17:15:56",1.1,1.79
"Sheffield Hallam - Winner","Liberal Democrat","06/01/2015 17:20:17",1.1,1.79
"Sheffield Hallam - Winner","Liberal Democrat","07/01/2015 17:14:44",1.1,1.8
"Sheffield Hallam - Winner","UKIP","06/01/2015 17:15:56",3.65,NA
"Sheffield Hallam - Winner","UKIP","06/01/2015 17:20:17",3.65,NA
"Sheffield Hallam - Winner","UKIP","07/01/2015 17:14:44",4.2,NA
"Sherwood - Winner","Conservative","06/01/2015 17:15:57",2.1,9.8
"Sherwood - Winner","Conservative","06/01/2015 17:20:17",2.1,9.8
"Sherwood - Winner","Conservative","07/01/2015 17:14:45",2.5,9.8
"Sherwood - Winner","Labour","06/01/2015 17:15:57",1.01,2.78
"Sherwood - Winner","Labour","06/01/2015 17:20:17",1.01,2.78
"Sherwood - Winner","Labour","07/01/2015 17:14:45",1.01,1.72
"Sherwood - Winner","Liberal Democrat","06/01/2015 17:15:57",3.65,NA
"Sherwood - Winner","Liberal Democrat","06/01/2015 17:20:17",3.65,NA
"Sherwood - Winner","Liberal Democrat","07/01/2015 17:14:45",4.2,NA
"Sherwood - Winner","UKIP","06/01/2015 17:15:57",3.65,NA
"Sherwood - Winner","UKIP","06/01/2015 17:20:17",3.65,NA
"Sherwood - Winner","UKIP","07/01/2015 17:14:45",4.2,NA
"Solihull - Winner","Conservative","06/01/2015 17:15:57",1.05,2.22
"Solihull - Winner","Conservative","06/01/2015 17:20:18",1.05,2.22
"Solihull - Winner","Conservative","07/01/2015 17:14:45",1.01,1.72
"Solihull - Winner","Green","06/01/2015 17:15:57",3.65,NA
"Solihull - Winner","Green","06/01/2015 17:20:18",3.65,NA
"Solihull - Winner","Green","07/01/2015 17:14:45",4.2,NA
"Solihull - Winner","Labour","06/01/2015 17:15:57",3.65,NA
"Solihull - Winner","Labour","06/01/2015 17:20:18",3.65,NA
"Solihull - Winner","Labour","07/01/2015 17:14:45",4.2,NA
"Solihull - Winner","Liberal Democrat","06/01/2015 17:15:57",2.72,NA
"Solihull - Winner","Liberal Democrat","06/01/2015 17:20:18",2.72,NA
"Solihull - Winner","Liberal Democrat","07/01/2015 17:14:45",3.2,8
"Solihull - Winner","UKIP","06/01/2015 17:15:57",3.65,NA
"Solihull - Winner","UKIP","06/01/2015 17:20:18",3.65,NA
"Solihull - Winner","UKIP","07/01/2015 17:14:45",4.2,NA
"Somerton and Frome - Winner","Conservative","06/01/2015 17:15:58",1.07,2.5
"Somerton and Frome - Winner","Conservative","06/01/2015 17:20:18",1.07,2.5
"Somerton and Frome - Winner","Conservative","07/01/2015 17:14:46",1.01,1.72
"Somerton and Frome - Winner","Labour","06/01/2015 17:15:58",3.65,NA
"Somerton and Frome - Winner","Labour","06/01/2015 17:20:18",3.65,NA
"Somerton and Frome - Winner","Labour","07/01/2015 17:14:46",4.2,NA
"Somerton and Frome - Winner","Liberal Democrat","06/01/2015 17:15:58",2.02,NA
"Somerton and Frome - Winner","Liberal Democrat","06/01/2015 17:20:18",2.02,NA
"Somerton and Frome - Winner","Liberal Democrat","07/01/2015 17:14:46",2.5,8
"Somerton and Frome - Winner","UKIP","06/01/2015 17:15:58",3.65,NA
"Somerton and Frome - Winner","UKIP","06/01/2015 17:20:18",3.65,NA
"Somerton and Frome - Winner","UKIP","07/01/2015 17:14:46",4.2,NA
"South Thanet - Winner","Conservative","06/01/2015 17:15:58",1.9,3.5
"South Thanet - Winner","Conservative","06/01/2015 17:20:19",1.9,3.5
"South Thanet - Winner","Conservative","07/01/2015 17:14:46",1.9,3.5
"South Thanet - Winner","Green","06/01/2015 17:15:58",4,NA
"South Thanet - Winner","Green","06/01/2015 17:20:19",4,NA
"South Thanet - Winner","Green","07/01/2015 17:14:46",4.3,NA
"South Thanet - Winner","Labour","06/01/2015 17:15:58",2.26,NA
"South Thanet - Winner","Labour","06/01/2015 17:20:19",2.26,NA
"South Thanet - Winner","Labour","07/01/2015 17:14:46",4.2,NA
"South Thanet - Winner","Liberal Democrat","06/01/2015 17:15:58",4,NA
"South Thanet - Winner","Liberal Democrat","06/01/2015 17:20:19",4,NA
"South Thanet - Winner","Liberal Democrat","07/01/2015 17:14:46",4.3,NA
"South Thanet - Winner","UKIP","06/01/2015 17:15:58",1.68,NA
"South Thanet - Winner","UKIP","06/01/2015 17:20:19",1.68,NA
"South Thanet - Winner","UKIP","07/01/2015 17:14:46",1.68,5
"Southampton Itchen - Winner","Conservative","06/01/2015 17:15:58",1.21,9.8
"Southampton Itchen - Winner","Conservative","06/01/2015 17:20:19",1.21,9.8
"Southampton Itchen - Winner","Conservative","07/01/2015 17:14:47",1.21,9.8
"Southampton Itchen - Winner","Green","06/01/2015 17:15:58",3.65,NA
"Southampton Itchen - Winner","Green","06/01/2015 17:20:19",3.65,NA
"Southampton Itchen - Winner","Green","07/01/2015 17:14:47",4.2,NA
"Southampton Itchen - Winner","Labour","06/01/2015 17:15:58",1.15,2.88
"Southampton Itchen - Winner","Labour","06/01/2015 17:20:19",1.15,2.88
"Southampton Itchen - Winner","Labour","07/01/2015 17:14:47",1.15,4.5
"Southampton Itchen - Winner","Liberal Democrat","06/01/2015 17:15:58",3.65,NA
"Southampton Itchen - Winner","Liberal Democrat","06/01/2015 17:20:19",3.65,NA
"Southampton Itchen - Winner","Liberal Democrat","07/01/2015 17:14:47",4.2,NA
"Southampton Itchen - Winner","UKIP","06/01/2015 17:15:58",3.65,NA
"Southampton Itchen - Winner","UKIP","06/01/2015 17:20:19",3.65,NA
"Southampton Itchen - Winner","UKIP","07/01/2015 17:14:47",4.2,NA
"St Austell and Newquay - Winner","Conservative","06/01/2015 17:15:59",1.31,3.35
"St Austell and Newquay - Winner","Conservative","06/01/2015 17:20:20",1.31,3.35
"St Austell and Newquay - Winner","Conservative","07/01/2015 17:14:47",1.31,4.5
"St Austell and Newquay - Winner","Green","06/01/2015 17:15:59",2.5,NA
"St Austell and Newquay - Winner","Green","06/01/2015 17:20:20",2.5,NA
"St Austell and Newquay - Winner","Green","07/01/2015 17:14:47",4.2,NA
"St Austell and Newquay - Winner","Labour","06/01/2015 17:15:59",3.65,NA
"St Austell and Newquay - Winner","Labour","06/01/2015 17:20:20",3.65,NA
"St Austell and Newquay - Winner","Labour","07/01/2015 17:14:47",4.2,NA
"St Austell and Newquay - Winner","Liberal Democrat","06/01/2015 17:15:59",2.02,NA
"St Austell and Newquay - Winner","Liberal Democrat","06/01/2015 17:20:20",2.02,NA
"St Austell and Newquay - Winner","Liberal Democrat","07/01/2015 17:14:47",2.02,7.6
"St Austell and Newquay - Winner","Mebyon Kernow","06/01/2015 17:15:59",3.65,NA
"St Austell and Newquay - Winner","Mebyon Kernow","06/01/2015 17:20:20",3.65,NA
"St Austell and Newquay - Winner","Mebyon Kernow","07/01/2015 17:14:47",4.2,NA
"St Austell and Newquay - Winner","UKIP","06/01/2015 17:15:59",3.65,NA
"St Austell and Newquay - Winner","UKIP","06/01/2015 17:20:20",3.65,NA
"St Austell and Newquay - Winner","UKIP","07/01/2015 17:14:47",2.5,NA
"Stockton South - Winner","Conservative","06/01/2015 17:15:59",1.31,3
"Stockton South - Winner","Conservative","06/01/2015 17:20:20",1.31,3
"Stockton South - Winner","Conservative","07/01/2015 17:14:47",1.31,3
"Stockton South - Winner","Labour","06/01/2015 17:15:59",1.52,2.96
"Stockton South - Winner","Labour","06/01/2015 17:20:20",1.52,2.96
"Stockton South - Winner","Labour","07/01/2015 17:14:47",1.52,3.1
"Stockton South - Winner","Liberal Democrat","06/01/2015 17:15:59",3.5,NA
"Stockton South - Winner","Liberal Democrat","06/01/2015 17:20:20",3.5,NA
"Stockton South - Winner","Liberal Democrat","07/01/2015 17:14:47",4.2,NA
"Stockton South - Winner","UKIP","06/01/2015 17:15:59",3.5,NA
"Stockton South - Winner","UKIP","06/01/2015 17:20:20",3.5,NA
"Stockton South - Winner","UKIP","07/01/2015 17:14:47",4.2,NA
"Sutton and Cheam - Winner","Conservative","06/01/2015 17:16:00",1.71,9.2
"Sutton and Cheam - Winner","Conservative","06/01/2015 17:20:20",1.71,9.2
"Sutton and Cheam - Winner","Conservative","07/01/2015 17:14:48",2.02,9.2
"Sutton and Cheam - Winner","Green","06/01/2015 17:16:00",4.5,NA
"Sutton and Cheam - Winner","Green","06/01/2015 17:20:20",4.5,NA
"Sutton and Cheam - Winner","Green","07/01/2015 17:14:48",4.5,NA
"Sutton and Cheam - Winner","Labour","06/01/2015 17:16:00",4.5,NA
"Sutton and Cheam - Winner","Labour","06/01/2015 17:20:20",4.5,NA
"Sutton and Cheam - Winner","Labour","07/01/2015 17:14:48",4.5,NA
"Sutton and Cheam - Winner","Liberal Democrat","06/01/2015 17:16:00",1.25,2.18
"Sutton and Cheam - Winner","Liberal Democrat","06/01/2015 17:20:20",1.25,2.18
"Sutton and Cheam - Winner","Liberal Democrat","07/01/2015 17:14:48",1.01,1.92
"Sutton and Cheam - Winner","UKIP","06/01/2015 17:16:00",4.2,NA
"Sutton and Cheam - Winner","UKIP","06/01/2015 17:20:20",4.2,NA
"Sutton and Cheam - Winner","UKIP","07/01/2015 17:14:48",4.5,NA
"Tatton - Winner","Conservative","06/01/2015 17:16:00",NA,1.78
"Tatton - Winner","Conservative","06/01/2015 17:20:21",NA,1.78
"Tatton - Winner","Conservative","07/01/2015 17:14:48",NA,1.78
